"Interval start","All packets"
464.9,239
465,0
465.1,125
465.2,0
465.3,125
465.4,0
465.5,0
465.6,0
465.7,0
465.8,0
465.9,0
466,0
466.1,0
466.2,0
466.3,0
466.4,0
466.5,0
466.6,0
466.7,0
466.8,0
466.9,0
467,0
467.1,246593
467.2,0
467.3,0
467.4,0
467.5,438
467.6,0
467.7,0
467.8,956
467.9,0
468,438
468.1,0
468.2,0
468.3,0
468.4,0
468.5,0
468.6,0
468.7,0
468.8,0
468.9,0
469,125
469.1,853
469.2,2049
469.3,0
469.4,0
469.5,0
469.6,0
469.7,0
469.8,0
469.9,0
470,0
470.1,0
470.2,0
470.3,0
470.4,0
470.5,0
470.6,352978
470.7,496734
470.8,126152
470.9,0
471,0
471.1,0
471.2,0
471.3,0
471.4,0
471.5,0
471.6,0
471.7,0
471.8,0
471.9,0
472,0
472.1,0
472.2,0
472.3,0
472.4,0
472.5,0
472.6,0
472.7,0
472.8,0
472.9,0
473,125
473.1,0
473.2,0
473.3,125
473.4,0
473.5,125
473.6,0
473.7,0
473.8,0
473.9,0
474,0
474.1,0
474.2,2257
474.3,0
474.4,0
474.5,0
474.6,0
474.7,0
474.8,0
474.9,0
475,0
475.1,125
475.2,0
475.3,125
475.4,0
475.5,125
475.6,0
475.7,0
475.8,0
475.9,0
476,0
476.1,0
476.2,0
476.3,0
476.4,0
476.5,1842
476.6,384202
476.7,473078
476.8,531800
476.9,44614
477,218706
477.1,842
477.2,0
477.3,125
477.4,0
477.5,0
477.6,0
477.7,0
477.8,0
477.9,0
478,0
478.1,0
478.2,0
478.3,0
478.4,125
478.5,0
478.6,0
478.7,0
478.8,0
478.9,0
479,0
479.1,0
479.2,2318
479.3,0
479.4,0
479.5,0
479.6,0
479.7,0
479.8,0
479.9,0
480,0
480.1,0
480.2,0
480.3,0
480.4,0
480.5,0
480.6,0
480.7,0
480.8,0
480.9,0
481,0
481.1,0
481.2,0
481.3,0
481.4,0
481.5,0
481.6,0
481.7,0
481.8,125589
481.9,475028
482,466395
482.1,311705
482.2,0
482.3,0
482.4,0
482.5,0
482.6,0
482.7,0
482.8,0
482.9,0
483,0
483.1,0
483.2,0
483.3,0
483.4,0
483.5,0
483.6,0
483.7,0
483.8,0
483.9,0
484,0
484.1,0
484.2,2318
484.3,0
484.4,0
484.5,0
484.6,0
484.7,0
484.8,0
484.9,0
485,0
485.1,0
485.2,0
485.3,0
485.4,0
485.5,0
485.6,0
485.7,529
485.8,99512
485.9,488986
486,465510
486.1,305158
486.2,0
486.3,0
486.4,0
486.5,0
486.6,0
486.7,0
486.8,470
486.9,0
487,0
487.1,0
487.2,0
487.3,0
487.4,0
487.5,0
487.6,0
487.7,0
487.8,0
487.9,0
488,0
488.1,0
488.2,0
488.3,0
488.4,0
488.5,0
488.6,385844
488.7,455206
488.8,363088
488.9,148038
489,0
489.1,0
489.2,2318
489.3,0
489.4,0
489.5,0
489.6,0
489.7,0
489.8,0
489.9,0
490,0
490.1,0
490.2,0
490.3,0
490.4,0
490.5,0
490.6,0
490.7,0
490.8,0
490.9,0
491,0
491.1,0
491.2,0
491.3,0
491.4,0
491.5,0
491.6,0
491.7,0
491.8,0
491.9,0
492,0
492.1,0
492.2,0
492.3,0
492.4,0
492.5,0
492.6,0
492.7,0
492.8,0
492.9,0
493,0
493.1,0
493.2,0
493.3,0
493.4,0
493.5,0
493.6,0
493.7,57994
493.8,193644
493.9,374008
494,456745
494.1,485592
494.2,58994
494.3,0
494.4,0
494.5,0
494.6,0
494.7,0
494.8,0
494.9,0
495,0
495.1,0
495.2,0
495.3,0
495.4,0
495.5,0
495.6,0
495.7,0
495.8,0
495.9,0
496,0
496.1,340595
496.2,458535
496.3,482378
496.4,91139
496.5,0
496.6,0
496.7,0
496.8,0
496.9,0
497,0
497.1,0
497.2,0
497.3,0
497.4,0
497.5,0
497.6,0
497.7,0
497.8,0
497.9,0
498,0
498.1,0
498.2,0
498.3,0
498.4,0
498.5,0
498.6,0
498.7,0
498.8,0
498.9,0
499,0
499.1,0
499.2,2318
499.3,0
499.4,0
499.5,0
499.6,0
499.7,0
499.8,176279
499.9,239
500,0
500.1,0
500.2,0
500.3,0
500.4,0
500.5,0
500.6,0
500.7,0
500.8,158111
500.9,448461
501,504116
501.1,276225
501.2,0
501.3,0
501.4,0
501.5,0
501.6,0
501.7,0
501.8,0
501.9,0
502,0
502.1,0
502.2,0
502.3,0
502.4,0
502.5,0
502.6,0
502.7,0
502.8,0
502.9,0
503,0
503.1,0
503.2,0
503.3,0
503.4,0
503.5,0
503.6,0
503.7,0
503.8,0
503.9,0
504,0
504.1,0
504.2,2318
504.3,0
504.4,0
504.5,0
504.6,0
504.7,0
504.8,5779
504.9,239
505,0
505.1,0
505.2,0
505.3,0
505.4,0
505.5,0
505.6,0
505.7,0
505.8,0
505.9,0
506,0
506.1,0
506.2,0
506.3,0
506.4,0
506.5,0
506.6,0
506.7,0
506.8,4633
506.9,239
507,0
507.1,0
507.2,0
507.3,0
507.4,0
507.5,0
507.6,0
507.7,0
507.8,0
507.9,0
508,0
508.1,0
508.2,0
508.3,0
508.4,0
508.5,0
508.6,0
508.7,0
508.8,0
508.9,0
509,0
509.1,0
509.2,2318
509.3,0
509.4,0
509.5,0
509.6,0
509.7,0
509.8,0
509.9,0
510,0
510.1,0
510.2,5652
510.3,239
510.4,0
510.5,0
510.6,0
510.7,0
510.8,0
510.9,0
511,0
511.1,0
511.2,0
511.3,0
511.4,0
511.5,0
511.6,0
511.7,0
511.8,470
511.9,0
512,0
512.1,0
512.2,125
512.3,0
512.4,125
512.5,529
512.6,544
512.7,0
512.8,0
512.9,478
513,478
513.1,438
513.2,0
513.3,0
513.4,0
513.5,0
513.6,0
513.7,0
513.8,0
513.9,0
514,125
514.1,0
514.2,2788
514.3,239
514.4,1351
514.5,0
514.6,0
514.7,0
514.8,0
514.9,0
515,0
515.1,0
515.2,0
515.3,0
515.4,0
515.5,0
515.6,0
515.7,0
515.8,239
515.9,364
516,0
516.1,125
516.2,0
516.3,125
516.4,0
516.5,0
516.6,0
516.7,0
516.8,0
516.9,0
517,0
517.1,197
517.2,0
517.3,129
517.4,0
517.5,0
517.6,347
517.7,0
517.8,502
517.9,0
518,0
518.1,0
518.2,0
518.3,0
518.4,0
518.5,0
518.6,0
518.7,0
518.8,1004
518.9,0
519,0
519.1,0
519.2,2476
519.3,0
519.4,0
519.5,0
519.6,0
519.7,0
519.8,1168
519.9,498
520,0
520.1,0
520.2,0
520.3,0
520.4,0
520.5,0
520.6,0
520.7,0
520.8,0
520.9,0
521,0
521.1,0
521.2,0
521.3,0
521.4,0
521.5,0
521.6,0
521.7,0
521.8,0
521.9,0
522,0
522.1,0
522.2,478
522.3,0
522.4,0
522.5,0
522.6,0
522.7,0
522.8,0
522.9,0
523,0
523.1,0
523.2,0
523.3,0
523.4,0
523.5,0
523.6,0
523.7,0
523.8,0
523.9,0
524,0
524.1,0
524.2,2318
524.3,0
524.4,0
524.5,0
524.6,0
524.7,0
524.8,0
524.9,0
525,0
525.1,0
525.2,0
525.3,0
525.4,0
525.5,0
525.6,0
525.7,0
525.8,0
525.9,0
526,0
526.1,0
526.2,0
526.3,0
526.4,0
526.5,0
526.6,0
526.7,0
526.8,0
526.9,0
527,239
527.1,239
527.2,0
527.3,0
527.4,0
527.5,0
527.6,0
527.7,0
527.8,0
527.9,0
528,0
528.1,0
528.2,0
528.3,0
528.4,0
528.5,0
528.6,0
528.7,0
528.8,0
528.9,0
529,0
529.1,0
529.2,2808
529.3,0
529.4,0
529.5,0
529.6,0
529.7,0
529.8,0
529.9,0
530,0
530.1,0
530.2,0
530.3,0
530.4,0
530.5,0
530.6,0
530.7,0
530.8,0
530.9,0
531,0
531.1,0
531.2,0
531.3,478
531.4,0
531.5,0
531.6,0
531.7,0
531.8,125
531.9,0
532,125
532.1,0
532.2,125
532.3,0
532.4,375
532.5,0
532.6,0
532.7,0
532.8,0
532.9,0
533,0
533.1,0
533.2,0
533.3,0
533.4,0
533.5,0
533.6,0
533.7,0
533.8,0
533.9,0
534,0
534.1,0
534.2,2965
534.3,0
534.4,0
534.5,0
534.6,0
534.7,0
534.8,0
534.9,0
535,0
535.1,0
535.2,0
535.3,0
535.4,0
535.5,0
535.6,0
535.7,0
535.8,0
535.9,0
536,0
536.1,0
536.2,0
536.3,879
536.4,0
536.5,0
536.6,0
536.7,0
536.8,5690
536.9,239
537,0
537.1,0
537.2,0
537.3,0
537.4,0
537.5,0
537.6,0
537.7,0
537.8,0
537.9,0
538,0
538.1,0
538.2,0
538.3,0
538.4,0
538.5,0
538.6,0
538.7,0
538.8,0
538.9,0
539,0
539.1,0
539.2,2537
539.3,0
539.4,0
539.5,0
539.6,0
539.7,0
539.8,0
539.9,0
540,125
540.1,0
540.2,125
540.3,0
540.4,375
540.5,0
540.6,0
540.7,0
540.8,0
540.9,0
541,0
541.1,0
541.2,0
541.3,0
541.4,0
541.5,0
541.6,0
541.7,0
541.8,0
541.9,0
542,0
542.1,0
542.2,0
542.3,0
542.4,0
542.5,0
542.6,0
542.7,0
542.8,0
542.9,0
543,0
543.1,0
543.2,0
543.3,0
543.4,0
543.5,0
543.6,0
543.7,0
543.8,0
543.9,0
544,0
544.1,0
544.2,1745
544.3,638
544.4,0
544.5,0
544.6,0
544.7,0
544.8,5442
544.9,239
545,0
545.1,0
545.2,0
545.3,3137
545.4,2733
545.5,0
545.6,0
545.7,0
545.8,0
545.9,0
546,0
546.1,0
546.2,0
546.3,0
546.4,125
546.5,0
546.6,0
546.7,0
546.8,0
546.9,0
547,0
547.1,0
547.2,0
547.3,0
547.4,0
547.5,0
547.6,0
547.7,0
547.8,0
547.9,0
548,0
548.1,0
548.2,0
548.3,0
548.4,0
548.5,0
548.6,0
548.7,0
548.8,0
548.9,0
549,0
549.1,0
549.2,0
549.3,2320
549.4,0
549.5,0
549.6,0
549.7,0
549.8,0
549.9,0
550,0
550.1,0
550.2,0
550.3,0
550.4,0
550.5,0
550.6,0
550.7,0
550.8,0
550.9,0
551,0
551.1,0
551.2,0
551.3,0
551.4,0
551.5,0
551.6,0
551.7,0
551.8,0
551.9,0
552,0
552.1,0
552.2,0
552.3,0
552.4,0
552.5,0
552.6,0
552.7,0
552.8,0
552.9,0
553,0
553.1,0
553.2,0
553.3,0
553.4,0
553.5,0
553.6,0
553.7,0
553.8,0
553.9,0
554,0
554.1,0
554.2,0
554.3,3239
554.4,0
554.5,0
554.6,0
554.7,0
554.8,0
554.9,0
555,0
555.1,0
555.2,0
555.3,0
555.4,0
555.5,0
555.6,0
555.7,0
555.8,0
555.9,0
556,0
556.1,0
556.2,0
556.3,0
556.4,0
556.5,0
556.6,0
556.7,0
556.8,0
556.9,0
557,0
557.1,0
557.2,0
557.3,0
557.4,0
557.5,0
557.6,0
557.7,325
557.8,426
557.9,0
558,0
558.1,1183
558.2,645
558.3,0
558.4,0
558.5,0
558.6,0
558.7,0
558.8,0
558.9,125
559,0
559.1,0
559.2,0
559.3,3627
559.4,648
559.5,0
559.6,0
559.7,0
559.8,0
559.9,0
560,0
560.1,0
560.2,0
560.3,0
560.4,0
560.5,0
560.6,0
560.7,0
560.8,0
560.9,239
561,466
561.1,0
561.2,0
561.3,125
561.4,0
561.5,0
561.6,0
561.7,0
561.8,0
561.9,0
562,0
562.1,0
562.2,0
562.3,0
562.4,0
562.5,0
562.6,0
562.7,0
562.8,3319
562.9,2833
563,0
563.1,470
563.2,0
563.3,0
563.4,0
563.5,0
563.6,0
563.7,0
563.8,125
563.9,0
564,125
564.1,0
564.2,125
564.3,2424
564.4,0
564.5,0
564.6,0
564.7,0
564.8,0
564.9,0
565,0
565.1,0
565.2,0
565.3,0
565.4,0
565.5,0
565.6,0
565.7,0
565.8,0
565.9,0
566,0
566.1,0
566.2,0
566.3,0
566.4,0
566.5,0
566.6,0
566.7,0
566.8,4955
566.9,1261
567,0
567.1,0
567.2,0
567.3,239
567.4,239
567.5,125
567.6,0
567.7,0
567.8,0
567.9,0
568,0
568.1,0
568.2,0
568.3,0
568.4,0
568.5,0
568.6,0
568.7,0
568.8,0
568.9,0
569,0
569.1,125
569.2,0
569.3,3669
569.4,0
569.5,0
569.6,0
569.7,0
569.8,0
569.9,0
570,0
570.1,0
570.2,0
570.3,1351
570.4,0
570.5,0
570.6,0
570.7,0
570.8,0
570.9,0
571,0
571.1,0
571.2,0
571.3,0
571.4,1351
571.5,0
571.6,0
571.7,0
571.8,0
571.9,0
572,0
572.1,239
572.2,466
572.3,0
572.4,1351
572.5,0
572.6,0
572.7,0
572.8,0
572.9,0
573,0
573.1,0
573.2,0
573.3,0
573.4,0
573.5,0
573.6,0
573.7,0
573.8,0
573.9,0
574,0
574.1,0
574.2,0
574.3,3239
574.4,0
574.5,0
574.6,0
574.7,0
574.8,0
574.9,0
575,0
575.1,0
575.2,0
575.3,0
575.4,0
575.5,0
575.6,0
575.7,125
575.8,0
575.9,0
576,0
576.1,0
576.2,0
576.3,1066
576.4,0
576.5,0
576.6,0
576.7,0
576.8,0
576.9,0
577,0
577.1,0
577.2,0
577.3,0
577.4,0
577.5,0
577.6,0
577.7,0
577.8,0
577.9,0
578,0
578.1,0
578.2,0
578.3,0
578.4,0
578.5,0
578.6,0
578.7,0
578.8,0
578.9,0
579,0
579.1,0
579.2,0
579.3,2683
579.4,0
579.5,0
579.6,0
579.7,0
579.8,0
579.9,0
580,0
580.1,0
580.2,0
580.3,0
580.4,0
580.5,741
580.6,0
580.7,0
580.8,0
580.9,0
581,0
581.1,0
581.2,0
581.3,0
581.4,0
581.5,1004
581.6,0
581.7,0
581.8,0
581.9,0
582,0
582.1,0
582.2,0
582.3,0
582.4,0
582.5,956
582.6,1332
582.7,0
582.8,0
582.9,0
583,0
583.1,0
583.2,0
583.3,0
583.4,0
583.5,0
583.6,0
583.7,0
583.8,125
583.9,0
584,0
584.1,125
584.2,0
584.3,2662
584.4,0
584.5,0
584.6,0
584.7,2949
584.8,3165
584.9,239
585,0
585.1,0
585.2,0
585.3,0
585.4,0
585.5,347
585.6,0
585.7,0
585.8,0
585.9,0
586,0
586.1,0
586.2,0
586.3,0
586.4,0
586.5,0
586.6,0
586.7,11109
586.8,239
586.9,2098
587,2351
587.1,10029
587.2,21816
587.3,28494
587.4,729
587.5,46453
587.6,188395
587.7,115840
587.8,42874
587.9,478
588,14897
588.1,44491
588.2,750
588.3,156553
588.4,173179
588.5,88970
588.6,3480
588.7,361625
588.8,230562
588.9,95383
589,67340
589.1,5807
589.2,203137
589.3,148758
589.4,148095
589.5,186401
589.6,367234
589.7,244688
589.8,320310
589.9,1904
590,342504
590.1,389241
590.2,229667
590.3,193990
590.4,0
590.5,0
590.6,0
590.7,0
590.8,0
590.9,0
591,0
591.1,0
591.2,0
591.3,0
591.4,290
591.5,239
591.6,0
591.7,0
591.8,0
591.9,0
592,0
592.1,220276
592.2,21038
592.3,0
592.4,0
592.5,0
592.6,0
592.7,0
592.8,0
592.9,0
593,0
593.1,5191
593.2,239
593.3,0
593.4,0
593.5,0
593.6,0
593.7,0
593.8,0
593.9,0
594,0
594.1,0
594.2,0
594.3,2318
594.4,0
594.5,0
594.6,255649
594.7,503063
594.8,34634
594.9,0
595,0
595.1,0
595.2,0
595.3,0
595.4,0
595.5,0
595.6,0
595.7,0
595.8,1662
595.9,122418
596,5127
596.1,239
596.2,0
596.3,0
596.4,0
596.5,0
596.6,0
596.7,0
596.8,0
596.9,0
597,0
597.1,9699
597.2,3175
597.3,0
597.4,0
597.5,0
597.6,0
597.7,0
597.8,0
597.9,0
598,0
598.1,0
598.2,0
598.3,0
598.4,0
598.5,0
598.6,0
598.7,0
598.8,0
598.9,0
599,0
599.1,0
599.2,0
599.3,2640
599.4,0
599.5,0
599.6,0
599.7,0
599.8,0
599.9,0
600,0
600.1,0
600.2,0
600.3,0
600.4,0
600.5,0
600.6,0
600.7,0
600.8,0
600.9,0
601,0
601.1,0
601.2,0
601.3,0
601.4,0
601.5,0
601.6,0
601.7,0
601.8,0
601.9,0
602,0
602.1,0
602.2,0
602.3,0
602.4,0
602.5,0
602.6,0
602.7,0
602.8,0
602.9,438
603,0
603.1,5016
603.2,239
603.3,125
603.4,0
603.5,0
603.6,0
603.7,0
603.8,0
603.9,0
604,0
604.1,125
604.2,0
604.3,2443
604.4,0
604.5,0
604.6,0
604.7,0
604.8,0
604.9,0
605,0
605.1,0
605.2,0
605.3,0
605.4,0
605.5,0
605.6,0
605.7,0
605.8,0
605.9,0
606,125
606.1,478
606.2,250
606.3,0
606.4,250
606.5,0
606.6,0
606.7,0
606.8,0
606.9,0
607,0
607.1,0
607.2,0
607.3,0
607.4,0
607.5,0
607.6,0
607.7,0
607.8,0
607.9,0
608,0
608.1,0
608.2,0
608.3,0
608.4,0
608.5,0
608.6,0
608.7,0
608.8,0
608.9,0
609,0
609.1,0
609.2,0
609.3,591
609.4,2773
609.5,0
609.6,0
609.7,125
609.8,0
609.9,125
610,0
610.1,125
610.2,0
610.3,125
610.4,0
610.5,125
610.6,0
610.7,0
610.8,0
610.9,125
611,0
611.1,125
611.2,0
611.3,125
611.4,0
611.5,0
611.6,0
611.7,0
611.8,0
611.9,0
612,0
612.1,0
612.2,0
612.3,0
612.4,0
612.5,0
612.6,0
612.7,0
612.8,0
612.9,0
613,0
613.1,6044
613.2,466
613.3,125
613.4,0
613.5,0
613.6,0
613.7,0
613.8,0
613.9,0
614,0
614.1,0
614.2,0
614.3,0
614.4,3516
614.5,0
614.6,0
614.7,0
614.8,0
614.9,0
615,0
615.1,0
615.2,0
615.3,0
615.4,0
615.5,0
615.6,0
615.7,0
615.8,0
615.9,0
616,0
616.1,0
616.2,0
616.3,0
616.4,0
616.5,0
616.6,0
616.7,0
616.8,0
616.9,0
617,0
617.1,0
617.2,0
617.3,2338
617.4,125
617.5,0
617.6,0
617.7,0
617.8,0
617.9,0
618,0
618.1,470
618.2,0
618.3,0
618.4,0
618.5,0
618.6,0
618.7,0
618.8,0
618.9,0
619,0
619.1,0
619.2,0
619.3,0
619.4,2318
619.5,0
619.6,0
619.7,0
619.8,0
619.9,0
620,478
620.1,0
620.2,0
620.3,0
620.4,0
620.5,0
620.6,0
620.7,0
620.8,0
620.9,0
621,0
621.1,0
621.2,0
621.3,529
621.4,0
621.5,0
621.6,0
621.7,0
621.8,0
621.9,0
622,0
622.1,0
622.2,0
622.3,0
622.4,0
622.5,0
622.6,0
622.7,0
622.8,0
622.9,0
623,0
623.1,0
623.2,0
623.3,0
623.4,0
623.5,0
623.6,0
623.7,0
623.8,0
623.9,0
624,0
624.1,0
624.2,0
624.3,0
624.4,2537
624.5,0
624.6,0
624.7,0
624.8,0
624.9,0
625,0
625.1,0
625.2,0
625.3,0
625.4,0
625.5,0
625.6,0
625.7,0
625.8,0
625.9,239
626,239
626.1,0
626.2,0
626.3,0
626.4,0
626.5,0
626.6,0
626.7,0
626.8,0
626.9,0
627,0
627.1,7886
627.2,239
627.3,0
627.4,0
627.5,125
627.6,0
627.7,0
627.8,0
627.9,0
628,0
628.1,125
628.2,0
628.3,125
628.4,0
628.5,125
628.6,0
628.7,0
628.8,0
628.9,0
629,0
629.1,0
629.2,0
629.3,0
629.4,2595
629.5,0
629.6,0
629.7,0
629.8,0
629.9,0
630,0
630.1,0
630.2,0
630.3,0
630.4,0
630.5,0
630.6,0
630.7,0
630.8,0
630.9,0
631,0
631.1,0
631.2,0
631.3,0
631.4,0
631.5,0
631.6,0
631.7,0
631.8,0
631.9,0
632,0
632.1,0
632.2,125
632.3,0
632.4,125
632.5,0
632.6,0
632.7,0
632.8,0
632.9,478
633,0
633.1,6111
633.2,823
633.3,0
633.4,0
633.5,0
633.6,0
633.7,0
633.8,2749
633.9,3191
634,239
634.1,0
634.2,0
634.3,584
634.4,2318
634.5,0
634.6,0
634.7,0
634.8,0
634.9,0
635,0
635.1,125
635.2,0
635.3,125
635.4,0
635.5,250
635.6,0
635.7,0
635.8,0
635.9,250
636,0
636.1,0
636.2,0
636.3,0
636.4,0
636.5,0
636.6,0
636.7,0
636.8,0
636.9,125
637,0
637.1,0
637.2,0
637.3,0
637.4,0
637.5,0
637.6,0
637.7,0
637.8,0
637.9,0
638,0
638.1,472
638.2,0
638.3,0
638.4,0
638.5,0
638.6,0
638.7,0
638.8,0
638.9,0
639,0
639.1,0
639.2,0
639.3,0
639.4,2424
639.5,0
639.6,0
639.7,0
639.8,0
639.9,0
640,0
640.1,0
640.2,0
640.3,0
640.4,708
640.5,643
640.6,0
640.7,0
640.8,0
640.9,0
641,0
641.1,0
641.2,0
641.3,0
641.4,0
641.5,0
641.6,0
641.7,0
641.8,0
641.9,0
642,0
642.1,0
642.2,478
642.3,0
642.4,125
642.5,0
642.6,0
642.7,0
642.8,0
642.9,0
643,0
643.1,0
643.2,608
643.3,0
643.4,0
643.5,0
643.6,0
643.7,0
643.8,0
643.9,0
644,0
644.1,0
644.2,753
644.3,251
644.4,2902
644.5,0
644.6,197
644.7,10202
644.8,13698
644.9,11272
645,466
645.1,0
645.2,251
645.3,2629
645.4,0
645.5,0
645.6,0
645.7,0
645.8,0
645.9,0
646,1318
646.1,0
646.2,0
646.3,0
646.4,0
646.5,0
646.6,0
646.7,0
646.8,0
646.9,0
647,5545
647.1,2956
647.2,470
